"2024-10-17 23:43:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-10-17 23:43:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-10-17 23:43:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","113"
"2024-10-17 23:43:55 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-10-17 23:44:01 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-10-17 23:44:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","110"
"2024-10-17 23:44:12 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-17 23:44:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-17 23:44:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","100"
"2024-10-17 23:44:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-10-17 23:44:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","93"
"2024-10-17 23:44:34 -0700","HKQuantityTypeIdentifierHeartRate","count/min","93"
"2024-10-17 23:44:38 -0700","HKQuantityTypeIdentifierHeartRate","count/min","89"
"2024-10-17 23:44:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","91"
"2024-10-17 23:44:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","95"
"2024-10-17 23:44:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","98"
"2024-10-17 23:45:01 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96"
"2024-10-17 23:45:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","93"
"2024-10-17 23:45:08 -0700","HKQuantityTypeIdentifierHeartRate","count/min","91"
"2024-10-17 23:45:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","86"
"2024-10-17 23:45:21 -0700","HKQuantityTypeIdentifierHeartRate","count/min","84"
"2024-10-17 23:45:27 -0700","HKQuantityTypeIdentifierHeartRate","count/min","92"
"2024-10-17 23:45:30 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-10-17 23:45:33 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-10-17 23:45:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-17 23:18:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-17 23:45:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-17 23:45:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-17 23:45:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-17 23:45:58 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-17 23:46:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-10-17 23:46:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-10-17 23:46:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","100"
"2024-10-17 23:50:54 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-10-17 23:57:12 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-10-17 23:59:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","108"
"2024-10-18 00:02:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","116"
"2024-10-17 23:53:51 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-10-18 00:02:20 -0700","HKQuantityTypeIdentifierHeartRate","count/min","124"
"2024-10-18 00:02:35 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-10-18 00:02:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","124"
"2024-10-18 00:02:44 -0700","HKQuantityTypeIdentifierHeartRate","count/min","123"
"2024-10-18 00:02:49 -0700","HKQuantityTypeIdentifierHeartRate","count/min","123"
"2024-10-18 00:02:52 -0700","HKQuantityTypeIdentifierHeartRate","count/min","123"
"2024-10-18 00:02:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","127"
"2024-10-18 00:03:04 -0700","HKQuantityTypeIdentifierHeartRate","count/min","130"
"2024-10-18 00:03:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","130"
"2024-10-18 00:03:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","127"
"2024-10-18 00:03:16 -0700","HKQuantityTypeIdentifierHeartRate","count/min","127"
"2024-10-18 00:03:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","131"
"2024-10-18 00:03:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","135"
"2024-10-18 00:03:33 -0700","HKQuantityTypeIdentifierHeartRate","count/min","136"
"2024-10-18 00:03:36 -0700","HKQuantityTypeIdentifierHeartRate","count/min","136"
"2024-10-18 00:03:41 -0700","HKQuantityTypeIdentifierHeartRate","count/min","134"
"2024-10-18 00:03:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","125"
"2024-10-18 00:03:55 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-10-18 00:04:00 -0700","HKQuantityTypeIdentifierHeartRate","count/min","120"
"2024-10-18 00:04:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-10-18 00:04:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-10-18 00:04:12 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-10-18 00:04:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-10-18 00:04:24 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-10-18 00:04:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 00:04:33 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 00:04:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-10-18 00:04:46 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-10-18 00:04:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","108"
"2024-10-18 00:04:55 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-10-18 00:04:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-10-18 00:05:06 -0700","HKQuantityTypeIdentifierHeartRate","count/min","108"
"2024-10-18 00:05:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","110"
"2024-10-18 00:05:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","110"
"2024-10-18 00:05:20 -0700","HKQuantityTypeIdentifierHeartRate","count/min","116"
"2024-10-18 00:07:36 -0700","HKQuantityTypeIdentifierHeartRate","count/min","126"
"2024-10-18 00:07:46 -0700","HKQuantityTypeIdentifierHeartRate","count/min","120"
"2024-10-18 00:07:51 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-10-18 00:07:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-10-18 00:07:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-10-18 00:08:06 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-10-18 00:08:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-10-18 00:08:14 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-10-18 00:08:21 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-10-18 00:08:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-10-18 00:08:27 -0700","HKQuantityTypeIdentifierHeartRate","count/min","122"
"2024-10-18 00:08:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","126"
"2024-10-18 00:08:41 -0700","HKQuantityTypeIdentifierHeartRate","count/min","127"
"2024-10-18 00:08:44 -0700","HKQuantityTypeIdentifierHeartRate","count/min","126"
"2024-10-18 00:08:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","125"
"2024-10-18 00:08:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","124"
"2024-10-18 00:08:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","123"
"2024-10-18 00:09:06 -0700","HKQuantityTypeIdentifierHeartRate","count/min","122"
"2024-10-18 00:09:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","123"
"2024-10-18 00:09:16 -0700","HKQuantityTypeIdentifierHeartRate","count/min","126"
"2024-10-18 00:09:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","126"
"2024-10-18 00:09:25 -0700","HKQuantityTypeIdentifierHeartRate","count/min","124"
"2024-10-18 00:09:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-10-18 00:09:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-10-18 00:09:39 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-10-18 00:09:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-10-18 00:09:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","122"
"2024-10-18 00:09:54 -0700","HKQuantityTypeIdentifierHeartRate","count/min","120"
"2024-10-18 00:09:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-10-18 00:10:04 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-10-18 00:10:10 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-10-18 00:10:14 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-10-18 00:10:21 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-10-18 00:10:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-10-18 00:10:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","116"
"2024-10-18 00:10:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-10-18 00:10:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-10-18 00:10:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","123"
"2024-10-18 00:14:00 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 00:16:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-10-18 00:19:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-10-18 00:22:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","88"
"2024-10-18 07:31:54 -0700","HKQuantityTypeIdentifierHeartRate","count/min","68"
"2024-10-18 07:32:27 -0700","HKQuantityTypeIdentifierHeartRate","count/min","60.9294"
"2024-10-18 07:33:20 -0700","HKQuantityTypeIdentifierHeartRate","count/min","60"
"2024-10-18 07:37:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","63"
"2024-10-18 07:42:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","62"
"2024-10-18 07:48:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","63"
"2024-10-18 07:55:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","63"
"2024-10-18 07:57:10 -0700","HKQuantityTypeIdentifierHeartRate","count/min","63"
"2024-10-18 08:06:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","63"
"2024-10-18 08:10:11 -0700","HKQuantityTypeIdentifierHeartRate","count/min","64"
"2024-10-18 08:15:51 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-10-18 08:18:45 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-10-18 08:23:29 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-10-18 08:27:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","66"
"2024-10-18 08:34:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","85"
"2024-10-18 08:39:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","84"
"2024-10-18 08:44:11 -0700","HKQuantityTypeIdentifierHeartRate","count/min","85"
"2024-10-18 08:48:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","64"
"2024-10-18 08:52:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","79"
"2024-10-18 08:58:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-10-18 09:03:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73.846"
"2024-10-18 09:03:44 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-10-18 09:09:49 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-10-18 09:12:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-10-18 09:20:01 -0700","HKQuantityTypeIdentifierHeartRate","count/min","80"
"2024-10-18 09:22:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","77"
"2024-10-18 09:57:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 09:56:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","108"
"2024-10-18 10:01:04 -0700","HKQuantityTypeIdentifierHeartRate","count/min","83"
"2024-10-18 10:06:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:08:29 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-10-18 10:03:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","82"
"2024-10-18 10:10:54 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-10-18 10:10:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:11:06 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:11:08 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-10-18 10:11:12 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:11:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:11:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-18 10:11:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:11:35 -0700","HKQuantityTypeIdentifierHeartRate","count/min","100"
"2024-10-18 10:11:41 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:11:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:11:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-10-18 10:11:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-10-18 10:12:00 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-10-18 10:12:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","95"
"2024-10-18 10:12:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96"
"2024-10-18 10:12:12 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96"
"2024-10-18 10:12:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","98"
"2024-10-18 10:12:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:12:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:12:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-10-18 10:12:41 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-10-18 10:12:45 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-10-18 10:12:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-10-18 10:12:52 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-18 10:12:58 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-18 10:13:06 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-10-18 10:13:11 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-10-18 10:13:16 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-10-18 10:13:21 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-10-18 10:13:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-10-18 10:13:27 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-18 10:16:05 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-10-18 10:16:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-18 10:17:02 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-10-18 10:17:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-10-18 10:17:10 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-10-18 10:17:15 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 10:17:20 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 10:17:25 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 10:17:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 10:17:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 10:17:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-10-18 10:17:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","110"
"2024-10-18 10:17:52 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 10:17:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-10-18 10:17:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-10-18 10:18:04 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-10-18 10:18:11 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:18:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:18:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-10-18 10:18:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-10-18 10:18:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-10-18 10:18:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-10-18 10:18:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-10-18 10:18:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-10-18 10:18:49 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-10-18 10:18:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","110"
"2024-10-18 10:19:02 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-10-18 10:19:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-10-18 10:19:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-10-18 10:19:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-10-18 10:19:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-10-18 10:19:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-10-18 10:19:29 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-10-18 10:19:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-10-18 10:19:41 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-10-18 10:19:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","110"
"2024-10-18 10:19:52 -0700","HKQuantityTypeIdentifierHeartRate","count/min","110"
"2024-10-18 10:22:35 -0700","HKQuantityTypeIdentifierHeartRate","count/min","98"
"2024-10-18 10:26:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-10-18 10:24:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96"
"2024-10-18 10:31:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","97"
"2024-10-18 10:31:46 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:31:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:31:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:31:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:32:05 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:32:08 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:32:12 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-10-18 10:32:21 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:32:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:32:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:32:35 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:32:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-10-18 10:32:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-10-18 10:32:51 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-10-18 10:32:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-10-18 10:32:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","100"
"2024-10-18 10:29:36 -0700","HKQuantityTypeIdentifierHeartRate","count/min","97"
"2024-10-18 10:40:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-10-18 10:40:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
